6,10,101,-60.35545,-26.41878,-25.32509,-23.7827,-27.29861,-87.84787,-3.488533,-26.10066,-98.64786,20.8075,-26.23236,-90.03828,38.70806,-25.49062,-64.23737,100,44.50729,-21.70854,-28.26384,15.46581,-13.75578,-92.66013,-0.2148933,-12.24805,-103.6169,-18.81868,-11.67406,-93.73999,-35.28208,-9.164856,-69.61595,72,23,25,31,106,71,19,21,29,90
6,10,101,-60.10013,-26.2599,-25.45818,-23.41546,-27.0237,-88.10973,-3.268661,-25.79459,-99.09946,20.8102,-26.11618,-90.27516,38.5257,-25.42485,-64.43129,100,44.98746,-21.45459,-28.12636,15.63223,-13.78383,-92.56802,-0.2995281,-12.75787,-103.2966,-18.97546,-12.29767,-93.30914,-35.30036,-9.703796,-69.11996,72,22,25,31,106,71,19,21,29,90
6,10,101,-59.62415,-26.32085,-25.65334,-22.93979,-26.88918,-88.32237,-3.113487,-25.77283,-99.33315,20.71899,-26.29907,-90.38228,38.21859,-25.56636,-64.57994,100,44.42743,-21.75591,-28.07596,15.49005,-12.88557,-93.20285,-0.497118,-12.37668,-103.7781,-19.14898,-12.13725,-93.7496,-35.67746,-9.373947,-69.5871,72,22,25,31,105,71,19,21,29,91
6,10,101,-59.21922,-26.39716,-25.83331,-22.3418,-26.16333,-88.87996,-2.80648,-25.38728,-99.78,20.64166,-26.32718,-90.53186,38.07986,-25.40991,-64.91493,100,44.21362,-21.65724,-28.07852,15.50273,-12.50365,-93.43591,-0.6064568,-12.30956,-103.9181,-19.31817,-12.05812,-93.86427,-35.86777,-9.057617,-69.74327,73,22,25,31,104,71,19,21,29,91
6,10,101,-59.18678,-26.51305,-25.80389,-22.06274,-25.57083,-89.25599,-2.797455,-25.44203,-100.0686,20.21275,-26.64217,-90.39178,37.99086,-25.0764,-65.17272,100,44.19535,-21.86377,-27.98531,15.55762,-11.45172,-93.69939,-0.8603439,-11.55353,-104.1708,-19.69778,-11.41702,-94.13013,-36.4136,-8.529099,-69.95863,73,22,24,30,104,72,19,21,29,91
6,10,101,-59.20404,-27.04689,-25.67986,-21.91509,-25.83308,-89.13688,-3.055687,-26.10799,-99.92826,19.57692,-27.3114,-90.04966,37.62791,-25.11664,-65.15954,100,44.19291,-21.966,-27.95006,15.64761,-11.25584,-93.3951,-0.8038788,-11.4417,-103.7952,-19.70922,-11.29141,-93.76917,-36.22199,-8.649551,-69.55185,73,21,24,30,104,72,19,21,29,91
6,10,101,-59.13555,-27.21808,-25.58817,-21.76162,-26.4489,-88.80513,-3.161057,-26.43567,-99.91106,19.40528,-27.35498,-90.12231,37.70195,-24.72595,-65.44302,100,44.08429,-22.52525,-27.88603,15.63117,-10.60258,-93.59595,-0.8214798,-10.9101,-103.967,-19.83013,-10.69067,-93.9706,-36.34759,-8.279922,-69.62714,73,21,24,30,104,72,19,21,29,91
6,10,101,-59.0588,-26.88663,-25.68905,-21.75851,-27.21249,-88.50285,-3.146843,-26.44917,-100.0199,19.59257,-27.06181,-90.45959,37.91652,-24.38179,-65.79197,100,43.68276,-22.16948,-28.09735,15.6757,-11.52417,-93.44257,-0.6527557,-11.59822,-103.8341,-19.63717,-11.15276,-93.86688,-36.11098,-8.523666,-69.63779,73,21,24,30,104,71,19,21,29,90
6,10,101,-59.00592,-26.69579,-25.79239,-21.90184,-27.86647,-88.0753,-3.179466,-26.43048,-99.73206,19.89462,-26.97815,-90.43163,37.98943,-24.75583,-65.50594,100,43.69104,-21.98488,-28.21642,15.51794,-10.98486,-94.10168,-1.055355,-10.7195,-104.5948,-20.10801,-10.15562,-94.59763,-36.65306,-7.637573,-70.26953,72,22,24,30,104,72,19,21,29,91
6,10,101,-59.05969,-26.40891,-25.75742,-21.88791,-27.64003,-88.07188,-3.079437,-26.23984,-99.68784,20.13525,-26.69614,-90.49228,38.21519,-24.46899,-65.5947,100,43.63163,-21.71542,-28.3445,15.59243,-10.80528,-94.28268,-1.178875,-10.30106,-104.828,-20.28024,-9.772964,-94.80481,-36.90687,-7.239059,-70.52203,72,22,24,30,105,72,19,21,29,92
