6,10,101,-58.41192,-33.2197,-25.24603,-22.66523,-48.13274,-67.67702,-9.068165,-52.78107,-75.33841,12.55211,-53.40216,-64.86554,30.59956,-44.57397,-47.70107,100,43.22747,-28.35439,-25.46111,12.16778,-15.02327,-94.57703,-0.1238556,-19.67046,-103.9694,-16.23663,-21.44522,-93.33907,-31.20855,-17.13322,-68.4093,57,16,24,26,92,76,16,19,29,86
6,10,101,-58.35629,-33.3466,-25.15663,-22.45344,-47.79408,-68.15136,-8.882175,-52.34146,-76.09994,12.68835,-53.03337,-65.45782,30.66232,-44.35321,-47.97184,100,43.29159,-28.07979,-25.55148,12.03379,-14.49214,-94.5712,-0.3854561,-19.24066,-103.9853,-16.46052,-21.16783,-93.34198,-31.39259,-16.90431,-68.43771,57,16,24,26,92,76,16,19,29,86
6,10,101,-58.21717,-33.48613,-25.19535,-22.38531,-47.78062,-68.30501,-8.84375,-52.21692,-76.43753,12.70087,-53.01558,-65.60992,30.64894,-44.36525,-48.05367,100,43.23436,-28.16473,-25.55699,12.04234,-14.56552,-94.55275,-0.3467159,-19.30414,-103.9558,-16.42193,-21.2439,-93.30902,-31.34507,-16.9819,-68.3956,57,16,24,26,92,76,16,19,29,86
6,10,101,-58.0483,-33.76155,-25.2613,-22.42018,-47.98721,-68.28757,-8.901741,-52.17935,-76.729,12.66343,-53.19878,-65.60693,30.68808,-44.51857,-48.15172,100,43.10362,-28.54927,-25.48431,12.13042,-14.93083,-94.58287,-0.1257877,-19.64642,-103.9488,-16.20809,-21.53958,-93.29547,-31.15058,-17.23413,-68.34749,57,16,24,26,92,76,16,19,29,86
6,10,101,-57.9499,-33.88965,-25.26868,-22.45279,-48.07256,-68.25542,-8.969887,-52.144,-76.84915,12.63136,-53.21638,-65.66789,30.68386,-44.51494,-48.2506,100,43.05086,-28.51476,-25.61501,12.05494,-14.73558,-94.74512,-0.1471958,-19.42905,-104.1004,-16.28948,-21.34305,-93.43202,-31.24156,-17.0097,-68.46158,57,16,24,26,92,77,16,19,29,86
6,10,101,-58.0699,-33.83542,-25.23824,-22.44292,-48.26234,-67.9345,-9.044613,-52.34749,-76.54954,12.56438,-53.28571,-65.52088,30.60783,-44.52808,-48.15745,100,43.09439,-28.43947,-25.5405,11.9998,-14.53827,-94.64618,-0.2754574,-19.27686,-104.006,-16.39842,-21.27859,-93.31972,-31.29523,-17.01917,-68.33531,57,16,24,26,92,77,16,19,29,86
6,10,101,-58.18259,-33.57767,-25.3119,-22.43769,-48.10083,-67.84555,-9.07048,-52.33018,-76.29362,12.55557,-53.14262,-65.44405,30.58991,-44.3212,-48.14214,100,43.0274,-28.38844,-25.44162,11.93549,-14.23676,-94.5024,-0.436552,-18.97807,-103.8698,-16.53728,-21.12411,-93.14542,-31.33195,-17.01698,-68.10817,57,16,24,26,92,77,16,19,29,86
6,10,101,-58.25207,-33.4381,-25.26368,-22.45882,-48.10616,-67.66512,-9.106358,-52.51933,-75.86494,12.55618,-53.20323,-65.22453,30.6702,-44.29494,-48.07487,100,42.92218,-28.44005,-25.35728,11.91229,-14.04733,-94.42183,-0.5154123,-18.69629,-103.8049,-16.60956,-20.91922,-93.05688,-31.29831,-17.00809,-67.91048,57,16,24,26,92,77,16,19,29,86
6,10,101,-58.34978,-33.36406,-25.15661,-22.64315,-48.0098,-67.63124,-9.250725,-52.61079,-75.50322,12.57455,-53.18903,-65.10399,30.92332,-44.17577,-48.18109,100,42.74802,-28.65561,-25.26447,11.93475,-14.1205,-94.39461,-0.469367,-18.63548,-103.7813,-16.55471,-20.85587,-93.02673,-31.19141,-17.07156,-67.78667,57,16,24,26,92,77,16,19,29,86
6,10,101,-58.26028,-33.38785,-25.05197,-22.86127,-47.95798,-67.51421,-9.457481,-52.64388,-75.17028,12.56495,-53.16219,-65.01145,31.19376,-44.05898,-48.35152,100,42.5016,-29.0094,-25.13771,12.03106,-14.45692,-94.38995,-0.2754841,-18.77023,-103.779,-16.3749,-20.90045,-93.03642,-31.03419,-17.14926,-67.75021,57,16,24,26,93,77,16,19,29,85
